ID,Name,Industry,Inception,Employees,State,City,Revenue,Expenses,Profit,Growth
283,Picklescrudivore,Health,2010,539,CO,Denver,"$9,295,571","2,563,500 Dollars",,6%
284,Pausehydrocarbon,Financial Services,2012,239,FL,Maitland,"$8,759,409","765,624 Dollars",,6%
285,Neodymiumscandalous,IT Services,2011,99,NJ,Edison,"$13,022,421","4,248,247 Dollars",,87%
286,Februaryvanadium,IT Services,2010,116,MA,Rockland,"$12,775,650","5,531,004 Dollars",,75%
287,Avogadroethanoate,Health,2010,143,RI,Coventry,"$10,926,954","6,191,046 Dollars",,10%
288,Assuredcarbon,Financial Services,2010,23,FL,Summerfield,"$11,401,138","4,368,407 Dollars",,9%
289,Annoyhog,Health,2009,90,FL,Medley,"$12,729,198","7,494,847 Dollars",,9%
290,Dingalingflee,Retail,2011,44,IL,Tinley Park,"$12,896,887","6,187,326 Dollars",,12%
291,Equalityshape,Health,2006,27,CO,Denver,"$6,324,593","4,220,455 Dollars",,6%
292,Kestrelpumpion,Financial Services,2011,1387,CA,Santa Ana,"$9,023,857","4,453,820 Dollars",,6%
293,Mathassertive,IT Services,2007,102,VA,Chantilly,"$10,804,178","3,549,635 Dollars",,74%
294,Wightmuon,Retail,2013,13,TX,San Antonio,"$8,773,124","7,957,743 Dollars",,12%
295,Optimismexterior,Construction,2009,28,IL,Bellwood,"$8,427,020","4,316,632 Dollars",,9%
296,Shovelerablaze,Construction,1999,150,IL,Downers Grove,"$6,014,864","3,570,801 Dollars",,7%
297,Posseratty,Retail,2014,13,TN,Memphis,"$11,361,118","1,450,080 Dollars",,10%
298,Freezehouses,IT Services,2011,175,SC,Mount Pleasant,"$13,062,368","4,786,821 Dollars",,62%
299,Damedash,Construction,2012,48,CA,San Diego,"$5,215,835","3,877,333 Dollars",,11%
300,Weepingwhisky,Financial Services,2012,28,MO,St. Louis,"$11,779,555","2,950,689 Dollars",,6%
301,Gianttempting,IT Services,2001,6,GA,Woodstock,"$12,713,148","6,486,427 Dollars",,89%
302,Frillyshaving,IT Services,2010,100,VA,Reston,"$13,860,540","2,442,826 Dollars",,64%
303,Clawasked,IT Services,2012,270,NJ,Iselin,"$15,883,703","5,267,075 Dollars",,82%
304,Crystringed,Retail,2014,90,MN,Burnsville,"$12,245,078","3,649,280 Dollars",,15%
305,Exactmunch,Software,2009,26,TX,Austin,"$3,723,332","1,956,849 Dollars",,50%
306,Fatcoffle,Construction,2011,28,OR,Portland,"$9,274,105","4,829,430 Dollars",,12%
307,Decoratorsdecipher,Construction,2011,5,VA,Ashburn,"$8,982,358","3,820,511 Dollars",,8%
308,Semipermeability,Financial Services,2009,126,TN,Nashville,"$10,928,801","552,468 Dollars",,14%
309,Unconsoling,Software,2012,457,MN,Minneapolis,"$10,561,482","1,735,277 Dollars",,56%
310,Lipped,IT Services,2009,137,VA,Chantilly,"$13,275,051","2,682,894 Dollars",,71%
311,Sweater,Health,2014,403,OH,Westlake,"$9,127,416","5,014,081 Dollars",,5%
312,Interpaving,Health,2009,837,TX,Lewisville,"$11,765,508","5,344,672 Dollars",,4%
313,Beetleheaded,IT Services,2010,130,TX,Irving,"$13,109,837","4,971,120 Dollars",,64%
314,Fraternal,Health,2012,65,NE,Omaha,"$8,811,825","6,665,587 Dollars",,8%
315,Falbala,Retail,2012,73,CT,Norwalk,"$15,880,376","6,266,037 Dollars",,15%
316,Pomiculturist,Retail,2010,5,CO,Littleton,"$8,040,353","7,221,104 Dollars",,12%
317,Nomarchy,Construction,2010,24,NC,Charlotte,"$14,102,177","1,485,995 Dollars",,9%
318,Turboprop,Retail,2010,42,MI,Rochester Hills,"$12,665,972","3,533,350 Dollars",,12%
319,Parhelion,IT Services,2012,23,VA,Sterling,"$13,157,679","7,451,573 Dollars",,88%
320,Protractile,IT Services,1999,18,CO,Arvada,"$13,398,615","3,834,886 Dollars",,85%
321,Precincts,IT Services,2012,205,IL,Schaumburg,"$12,000,187","1,394,333 Dollars",,71%
322,Hookiest,IT Services,2005,40,CA,Bakersfield,"$9,691,133","5,204,053 Dollars",,79%
323,Anarchical,Health,2014,67,GA,Roswell,"$8,818,759","6,385,105 Dollars",,7%
324,Amphithalamus,IT Services,2009,16,FL,Boca Raton,"$14,354,655","3,922,559 Dollars",,82%
325,Monotrichous,Software,2011,12,NY,New York,"$6,203,337","3,660,171 Dollars",,57%
326,Overstridden,IT Services,2011,55,NJ,Trenton,"$14,121,713","1,422,672 Dollars",,83%
327,Cyaneous,Construction,2012,58,IL,Oakbrook Terrace,"$7,914,722","7,818,649 Dollars",,5%
328,Implorer,Financial Services,2009,70,IL,Lombard,"$11,321,475","5,633,955 Dollars",,8%
329,Unexotically,IT Services,2010,146,GA,Atlanta,"$13,669,802","4,919,209 Dollars",,76%
330,Badgeless,Software,2011,17,CA,Corona,"$9,297,395","4,083,752 Dollars",,49%
331,Aspic,Retail,2001,130,NY,New York,"$10,498,414","4,645,617 Dollars",,13%
332,Westminster,Financial Services,2010,,MI,Troy,"$11,861,652","5,245,126 Dollars",,11%
333,Suicided,Health,2014,29,NC,Hendersonville,"$7,145,863","6,519,467 Dollars",,3%
334,Tocantins,Financial Services,2009,290,VA,Tysons Corner,"$14,330,107","2,296,074 Dollars",,5%
335,Exilarch,Financial Services,2011,47,FL,Naples,"$8,957,904","2,161,452 Dollars",,13%
336,Refertilization,Construction,2013,13,TX,San Antonio,"$10,064,297","4,498,839 Dollars",,7%
337,Asynchronous,Health,2013,22,NY,New York,"$8,720,504","2,632,756 Dollars",,1%
338,Swedenborgism,IT Services,2005,64,MD,Columbia,"$15,379,242","5,949,929 Dollars",,75%
339,Outspruing,IT Services,2012,80,IL,Chicago,"$16,909,917","5,468,575 Dollars",,67%
340,Unforegone,Financial Services,2009,37,TX,Austin,"$11,732,370","3,236,511 Dollars",,13%
341,Getable,Software,2013,168,TX,Austin,"$8,043,049","5,763,238 Dollars",,41%
342,Turbidimetry,Software,2010,195,CA,Los Angeles,"$10,067,223","8,007,771 Dollars",,54%
343,Federalistic,Health,2007,225,CA,San Bernardino,"$8,108,370","6,471,604 Dollars",,6%
344,Williamsport,IT Services,2013,34,GA,Norcross,"$14,366,416","3,084,697 Dollars",,80%
345,Unrebuilt,Software,2007,35,OR,Lake Oswego,"$4,422,083","2,666,040 Dollars",,52%
346,Outbraving,Health,2011,135,TX,Austin,"$9,116,942","5,747,352 Dollars",,7%
347,Miscutting,Government Services,2002,73,CA,Oxnard,"$10,115,274","6,731,632 Dollars",,11%
348,Unsurmountable,Software,2014,106,CA,Irvine,"$8,215,508","4,262,906 Dollars",,55%
349,Knock,Health,2009,25,CA,Hawthorne,"$8,157,191","6,602,535 Dollars",,5%
350,Superepoch,Health,2011,85,CO,Denver,"$10,253,911","9,592,417 Dollars",,6%
351,Golliwogg,IT Services,2009,41,TX,Houston,"$9,944,083","3,254,899 Dollars",,62%
352,Indicated,Health,2011,222,MD,Bethesda,"$9,214,598","7,744,504 Dollars",,10%
353,Unemancipated,IT Services,2011,240,TX,San Antonio,"$15,292,359","4,415,566 Dollars",,73%
354,Tantalous,Financial Services,2011,50,NY,Woodstock,"$9,950,947","441,750 Dollars",,8%
355,Comatulid,Health,2012,78,AZ,Tucson,"$9,144,082","3,110,199 Dollars",,3%
356,Auctiongoogle,IT Services,2011,80,MD,Greenbelt,"$15,299,827","187,655 Dollars",,62%
357,Fowlappraiser,Retail,2009,30,AZ,Chandler,"$10,186,376","4,638,213 Dollars",,10%
358,Fixnummodus,Health,2009,100,CA,Carlsbad,"$9,015,238","5,042,568 Dollars",,9%
359,Dullbocce,Government Services,2010,25,VA,Reston,"$11,210,858","5,323,160 Dollars",,14%
360,Remembergabbro,Construction,2012,45,UT,Lindon,"$10,878,578","4,515,112 Dollars",,12%
361,Mincemeatcontroller,Software,2010,58,TX,Houston,"$10,188,123","1,955,490 Dollars",,60%
362,Interfaceaboard,IT Services,2013,62,VA,Herndon,"$11,801,629","2,239,823 Dollars",,85%
363,Fluetruffles,IT Services,2001,81,MN,Minneapolis,"$15,848,453","5,506,036 Dollars",,90%
364,Scarletcheeses,Financial Services,2010,25,UT,Lehi,"$9,376,103","2,446,639 Dollars",,7%
365,Grapegraves,IT Services,2005,21,DC,Washington,"$16,337,321","6,350,096 Dollars",,87%
366,Causedunsure,Software,2012,43,OH,Columbus,"$7,047,541","4,402,984 Dollars",,49%
367,Launchingillusion,Financial Services,2011,48,TX,Houston,"$9,205,547","2,861,975 Dollars",,7%
368,Radonspoonbill,Government Services,2011,39,CO,Highlands Ranch,"$7,989,604","2,486,140 Dollars",,9%
369,Puncturecorona,IT Services,2012,14,FL,Fort Lauderdale,"$15,108,405","2,813,781 Dollars",,75%
370,Haulbittern,IT Services,2010,138,NY,New York,"$15,104,143","4,177,864 Dollars",,89%
371,Smartpans,IT Services,2009,231,GA,Alpharetta,"$18,569,437","6,803,826 Dollars",,73%
372,Lisppanel,IT Services,2014,17,AZ,Scottsdale,"$13,827,387","2,975,434 Dollars",,78%
373,Dillimported,Health,2002,30,TX,Humble,"$9,724,730","9,712,296 Dollars",,3%
374,Bookingchildish,Retail,2009,10,NY,Whitestone,"$9,840,239","3,348,650 Dollars",,14%
375,Supportersfaint,Financial Services,2011,3,NY,Brooklyn,"$12,146,902","1,207,273 Dollars",,11%
376,Potiondecathlon,IT Services,2011,61,TN,Nashville,"$12,247,815","4,859,318 Dollars",,73%
377,Perfumegrown,Financial Services,2011,33,NV,Las Vegas,"$9,016,449","640,031 Dollars",,12%
378,Prunewatchful,Health,2011,329,SC,Mauldin,"$8,369,263","3,880,428 Dollars",,5%
379,Stovepuck,Retail,2013,73,,New York,"$13,814,975","5,904,502 Dollars",,13%
380,Pickyfive,IT Services,2011,45,CO,Denver,"$14,826,723","4,458,447 Dollars",,60%
381,Rattlemurrelet,Health,2013,12,GA,Woodstock,"$7,496,334","6,186,394 Dollars",,8%
382,Scalptowhee,Retail,2011,100,MI,Commerce Township,"$7,503,230","1,830,110 Dollars",,15%
383,Flexthirsty,Health,2011,9,CA,Huntington Beach,"$6,981,026","5,767,852 Dollars",,3%
384,Befriendogle,Government Services,2009,52,MD,Bethesda,"$13,003,637","2,758,425 Dollars",,14%
385,Stupidarboreal,IT Services,2002,36,PA,Philadelphia,"$16,435,362","5,130,874 Dollars",,66%
386,Bignumadept,IT Services,2012,55,GA,Suwanee,,"4,068,630 Dollars",,88%
387,Shapelessunits,Financial Services,2013,663,TN,Memphis,"$9,686,484","3,238,627 Dollars",,15%
388,Samsungclimbing,IT Services,2010,42,PA,Allentown,"$15,239,915","5,575,608 Dollars",,76%
389,Kickminstrel,IT Services,2006,125,VA,Reston,"$14,479,116","3,100,573 Dollars",,82%
390,Cherriesplump,Financial Services,2011,605,TN,Nashville,"$11,503,959","1,757,807 Dollars",,14%
391,Solsticeaudio,Health,2011,360,AZ,Phoenix,"$10,544,309","6,248,732 Dollars",,5%
392,Ascendermogul,Health,2014,50,IA,West Des Moines,"$11,490,135","6,083,093 Dollars",,7%
393,Cribcaused,Financial Services,2004,201,GA,Marietta,"$9,020,223","3,683,236 Dollars",,10%
394,Tryfanscaly,Government Services,2010,28,VA,Alexandria,"$8,456,970","7,736,439 Dollars",,7%
395,Cajoleavoidant,IT Services,2003,17,TN,Nashville,"$15,771,339","1,185,898 Dollars",,77%
396,Cogstrip,IT Services,2012,30,MN,Minneapolis,"$14,705,673","6,667,372 Dollars",,61%
397,Announcesbuck,Health,2013,370,FL,Deerfield Beach,"$6,146,640","4,390,260 Dollars",,7%
398,Ericssonsafe,IT Services,2011,9,KY,Erlanger,"$9,844,389","6,503,652 Dollars",,84%
399,Ahemparticular,Retail,2010,22,MN,Roseville,"$14,367,661","4,908,512 Dollars",,13%
400,Oraclemend,IT Services,2012,250,TX,Houston,"$16,043,821","8,701,267 Dollars",,88%
401,Loosepause,Financial Services,2006,85,FL,Sunrise,"$12,008,935","3,285,445 Dollars",,10%
402,Dragonnode,IT Services,2013,144,VA,Falls Church,"$14,649,797","5,757,388 Dollars",,61%
403,Australisbetter,Health,2010,1600,CA,El Segundo,"$11,078,804","5,006,435 Dollars",,12%
404,Profilecliche,Construction,2000,125,NY,Melville,"$9,398,668","3,333,103 Dollars",,9%
405,Indonesianheliopause,Health,2013,120,GA,atlanta,"$8,703,595","8,649,914 Dollars",,12%
406,Soulfulantigravity,Retail,2012,60,CA,Ontario,"$12,954,009","4,886,200 Dollars",,15%
407,Toolsavagery,Retail,2007,10,FL,Tampa,"$10,942,107","4,491,305 Dollars",,15%
408,Magmarejoice,Health,2012,60,ME,Portland,"$5,894,152","3,401,348 Dollars",,4%
409,Bloodhoundthin,Government Services,2000,120,MD,Greenbelt,"$13,712,279","3,837,399 Dollars",,15%
410,Waggerhooves,IT Services,2009,39,FL,Tampa,"$13,222,254","4,879,893 Dollars",,80%
411,Miaowgrinder,Construction,2000,176,NY,Niagara Falls,"$7,697,469","5,036,679 Dollars",,5%
412,Fablescraper,IT Services,2009,12,MI,Kentwood,"$14,515,666","5,424,688 Dollars",,64%
413,Lardassare,Financial Services,2012,88,IL,Bridgeview,"$10,758,326","270,620 Dollars",,9%
414,Footshy,Government Services,2012,1224,OH,Columbus,"$5,275,078","1,944,661 Dollars",,12%
415,Bonfirefailing,IT Services,2011,44,NY,Latham,"$17,399,630","3,396,476 Dollars",,85%
416,Openstrustee,Financial Services,2011,25,TX,Carrollton,"$13,666,249","5,344,982 Dollars",,8%
417,Launchbiggest,IT Services,2014,29,MO,St. Louis,"$14,169,187","3,850,631 Dollars",,63%
418,Blueshiftcrispy,Health,2009,230,TX,Dallas,"$9,642,189","8,823,455 Dollars",,6%
419,Twistedelephant,IT Services,2011,150,NY,New York,"$16,917,213","2,814,394 Dollars",,83%
420,Whinchatdates,Health,2012,39,PA,Shillington,"$7,475,092","3,097,499 Dollars",,14%
421,Annoyinglyarabian,IT Services,2012,28,TX,Plano,"$14,898,505","1,665,920 Dollars",,62%
422,Ursastudying,Government Services,2009,661,OK,Oklahoma City,"$4,637,647","1,415,664 Dollars",,8%
423,Hostileglove,Retail,2012,19,GA,Kennesaw,"$10,736,305","4,299,102 Dollars",,14%
424,Ikeamongolian,Health,2012,133,OH,Cleveland,"$7,165,221","6,505,105 Dollars",,6%
425,Handgunheard,Retail,2011,67,ND,Jamestown,"$9,223,463","3,608,917 Dollars",,12%
426,Trapexperts,Financial Services,2011,330,PA,Allentown,"$8,788,469","1,214,119 Dollars",,14%
427,Currymercurial,IT Services,2010,10,FL,Tampa,"$16,221,821","3,573,280 Dollars",,78%
428,Totallyzonked,IT Services,2013,53,CA,Santa Clara,"$12,506,219","6,688,379 Dollars",,68%
429,Practisemax,Government Services,2001,441,VA,Herndon,"$9,426,357","5,157,735 Dollars",,9%
430,Slicerseptum,IT Services,2014,169,IL,Chicago,"$14,775,286","4,510,084 Dollars",,70%
431,Librationmelba,IT Services,2010,20,WI,Madison,"$14,053,058","5,883,008 Dollars",,81%
432,Placehospitable,Retail,2012,23,ID,Coeur d Alene,"$14,576,493","1,925,321 Dollars",,10%
433,Arabianagena,Retail,2013,195,MN,Minneapolis,"$13,941,632","4,887,652 Dollars",,13%
434,Admitruppell,Retail,2010,47,UT,Lehi,"$11,375,526","1,511,586 Dollars",,10%
435,Lucrepickled,IT Services,2004,45,VA,Glen Allen,"$12,894,933","3,512,395 Dollars",,90%
436,Marchedsausage,IT Services,2010,50,CO,Denver,"$14,620,121","3,370,435 Dollars",,75%
437,Glandminer,IT Services,2011,55,CA,Santa Clara,"$13,065,626","2,501,327 Dollars",,64%
438,Tausnash,Construction,2009,95,FL,Sarasota,"$6,554,612","4,727,267 Dollars",,9%
439,Enterwaist,IT Services,2010,126,WA,Bellevue,"$11,858,282","5,159,202 Dollars",,70%
440,Crunchabout,Government Services,2010,100,FL,Orlando,"$5,577,373","3,895,975 Dollars",,14%
441,Grippingstirring,Construction,2012,120,TX,Mansfield,"$4,419,277","2,890,906 Dollars",,11%
442,Scullianpinwheel,Government Services,2011,760,MD,Bethesda,"$15,188,113","4,623,069 Dollars",,15%
443,Measuresflipping,Financial Services,2009,430,TX,Fort Worth,"$11,730,457","5,832,473 Dollars",,11%
444,Ridglingshod,Health,2011,23,CA,San Diego,"$8,293,498","8,165,133 Dollars",,9%
445,Linkedallianz,Health,2011,332,OH,Columbus,"$6,300,572","5,606,412 Dollars",,5%
446,Sculptorjelly,Health,2006,20,NC,Durham,"$10,875,181","5,868,631 Dollars",,6%
447,Surroundoutrageous,IT Services,2012,150,PA,North Wales,"$16,580,398","2,324,622 Dollars",,78%
448,Testingear,Construction,2012,10,TN,Nashville,"$10,651,148","4,539,151 Dollars",,8%
449,Riddledinfant,IT Services,2010,50,NJ,South Plainfield,"$13,368,302","4,054,153 Dollars",,71%
450,Detritaldartford,Health,2012,50,MA,Cambridge,"$8,873,078","8,319,833 Dollars",,7%
451,Appliesoverrated,IT Services,2013,15,FL,Boca Raton,"$17,506,421","3,726,979 Dollars",,67%
452,Bumhercules,Government Services,2010,55,MD,Rockville,"$6,426,676","5,910,968 Dollars",,7%
453,Flaskssunny,Construction,2012,175,IL,Rolling Meadows,"$8,589,862","214,470 Dollars",,7%
454,Glazetwang,IT Services,2014,50,TX,Haltom City,"$14,864,586","1,188,169 Dollars",,75%
455,Blendplacid,Government Services,2014,326,AL,Huntsville,"$10,581,245","4,680,006 Dollars",,10%
456,Infectedduck,IT Services,2000,278,IL,Springfield,"$15,417,062","4,118,312 Dollars",,81%
457,Allowuntidy,Financial Services,2014,640,FL,Weston,"$6,528,393","509,161 Dollars",,12%
458,Moleculecircle,Retail,2013,16,FL,Tampa,"$13,094,661","1,026,548 Dollars",,11%
459,Portlyroomy,Financial Services,2010,40,MO,St. Louis,"$9,707,035","2,887,547 Dollars",,14%
460,Rustyentertain,Construction,2012,23,TX,Carrollton,"$9,646,815","1,680,823 Dollars",,12%
461,Novelfollicle,Financial Services,2009,403,OK,Tulsa,"$11,028,550","2,379,097 Dollars",,6%
462,Yawningcricket,Financial Services,2012,21,NC,Davidson,"$14,247,618","3,133,190 Dollars",,5%
463,Friendlego,Construction,2012,38,NJ,Westfield,"$9,176,783","4,279,255 Dollars",,8%
464,Lambdafortunate,Health,2010,59,NC,Durham,"$8,475,310","7,259,295 Dollars",,8%
465,Dashedcompounds,IT Services,2014,59,CA,San Ramon,"$12,791,846","7,879,018 Dollars",,85%
466,Hayloftmizuna,Health,2013,117,CT,Brookfield,"$15,312,302","6,137,907 Dollars",,6%
467,Thalliumwould,IT Services,2014,278,NY,Clifton Park,"$10,708,327","8,866,642 Dollars",,70%
468,Regexsay,Financial Services,2004,58,CA,San Diego,"$9,642,133","2,995,467 Dollars",,9%
469,Hoeforeach,IT Services,2010,25,WI,Wauwatosa,"$13,000,248","1,629,029 Dollars",,72%
470,Dessertsanchovy,Government Services,2012,124,CA,San Diego,"$11,059,461","4,744,277 Dollars",,10%
471,Reveredtogether,Health,2012,106,WA,Seattle,"$10,614,892","6,960,210 Dollars",,4%
472,Langedprivacy,Financial Services,2001,425,TX,Austin,"$13,398,400","2,562,048 Dollars",,9%
473,Rosychoke,IT Services,2011,348,IN,Indianapolis,"$14,153,970","3,408,135 Dollars",,87%
474,Valuesbilled,IT Services,2013,95,NY,New York,"$13,214,550","7,479,813 Dollars",,72%
475,Stayspheroid,Government Services,2011,80,VA,Reston,"$8,174,923","2,093,254 Dollars",,14%
476,Barmpotfishified,Health,2013,168,IA,Coralville,"$10,213,365","7,045,210 Dollars",,8%
477,Soddenfurther,Financial Services,2010,20,CA,San Diego,"$9,243,036","2,517,857 Dollars",,8%
478,Drudgelepe,Health,2009,22,ID,Moscow,"$8,786,459","6,375,919 Dollars",,3%
479,Heinzvolary,Health,2014,29,CA,Carlsbad,"$8,725,745","3,477,540 Dollars",,11%
480,Excellencerecent,Health,2010,381,TX,Farmers Branch,"$10,611,567","7,617,420 Dollars",,5%
481,Condemnedgenuine,Government Services,2013,28,MD,Silver Spring,"$8,998,948","4,222,422 Dollars",,9%
482,Fatsohealth,IT Services,2009,21,SC,Florence,"$12,239,406","5,665,024 Dollars",,83%
483,Abusivebong,Construction,2009,8,WI,Oshkosh,"$8,543,321","3,841,435 Dollars",,7%
484,Baileycrowd,Health,2014,800,OH,Twinsburg,"$9,366,573","3,619,483 Dollars",,6%
485,Foxwml,Health,2011,48,PA,Plymouth Meeting,"$10,072,452","8,335,458 Dollars",,6%
486,Serpentineappeals,Financial Services,2013,48,NV,henderson,"$11,673,934","1,460,147 Dollars",,5%
487,Genusequ,Construction,2007,45,NC,Greensboro,"$8,498,464","5,741,773 Dollars",,11%
488,Fearwhimbrel,Government Services,2013,100,VA,Falls Church,"$10,637,944","7,238,539 Dollars",,5%
489,Dwindlecertain,Government Services,2008,566,MD,Germantown,"$14,146,990","8,289,795 Dollars",,15%
490,Suckedregister,Retail,2010,100,TX,Houston,"$11,511,235","3,995,152 Dollars",,14%
491,Comparejson,Construction,2013,125,IL,Glendale Heights,"$12,359,532","6,527,308 Dollars",,11%
492,Pickledcanoeing,Retail,2012,16,OH,Medina,"$11,654,196","6,460,234 Dollars",,15%
493,Assurehelp,IT Services,2014,10,MN,Minneapolis,"$15,019,551","4,004,040 Dollars",,83%
494,Shrimpssecurity,Government Services,2009,104,DC,Washington,"$7,919,278","5,355,504 Dollars",,11%
495,Rawfishcomplete,Financial Services,2012,124,CA,Los Angeles,"$10,624,949","2,951,178 Dollars",,14%
496,Buretteadmirable,IT Services,2009,93,ME,Portland,"$15,407,450","2,833,136 Dollars",,75%
497,Inventtremendous,Construction,2009,24,MN,Woodbury,"$9,144,857","4,755,995 Dollars",,11%
498,Overviewparrot,Retail,2011,7125,TX,Fort Worth,"$11,134,728","5,152,110 Dollars",,11%
499,Belaguerra,IT Services,2010,140,MI,Troy,"$17,387,130","1,387,784 Dollars",,63%
500,Allpossible,IT Services,2011,24,CA,Los Angeles,"$11,949,706","689,161 Dollars",,87%
501,Clasticmach,Retail,2010,267,WI,Franklin,"$3,324,434","1,130,701 Dollars",,13%
502,Expandcostgullible,IT Services,2012,226,OH,Newtown Square,"$2,529,877","804,036 Dollars",,88%
503,Hypergalaxypegasus,Construction,2006,201,PA,Greenville,"$19,296,876","1,044,376 Dollars",,20%
504,Rageenvious,IT Services,2012,267,NV,Orange,"$13,175,018","4,631,809 Dollars",,68%
505,Rinkmusic,Health,2009,95,NC,Madison,"$16,019,154","4,374,842 Dollars",,5%
506,Scoreboardchaos,Retail,2017,340,VA,Manalapan,"$9,104,856","4,626,276 Dollars",,14%
507,Picklescrudivore,Health,2016,289,MD,Clayton,"$14,036,737","2,127,985 Dollars",,23%
508,Pausehydrocarbon,Financial Services,2010,350,TX,Woodside,"$14,170,672",,,14%
509,Neodymiumscandalous,IT Services,2022,282,IL,San Ramon,"$15,163,142","6,482,466 Dollars",,69%
510,Februaryvanadium,IT Services,2008,89,OH,Boca Raton,"$18,770,134","916,456 Dollars",,73%
511,Avogadroethanoate,Health,2014,281,MN,New York,"$14,189,416","7,591,190 Dollars",,27%
512,Assuredcarbon,Financial Services,2013,295,DC,Bellevue,"$16,147,452","7,429,378 Dollars",,9%
513,Annoyhog,Health,2008,278,CA,Flowood,"$17,292,730","7,435,364 Dollars",,8%
514,Dingalingflee,Retail,2008,320,ME,San Ramon,"$12,463,619","5,470,304 Dollars",,10%
